year,ctrycode,lending,cap_raising,altfin
2018,KH,9.661398116948,.327807542967,9.9892063
2019,KH,4.39700249677,.25307412982013,4.6500764
2020,KH,4.5064708026,.28050266339167,4.7869735
2013,KR,.83364,1.33113458,2.1647744
2014,KR,1.220813,1.685887516349349,2.9067006
2015,KR,38.297819,2.88297458424003,41.180798
2016,KR,367.8403453772399,8.466549962789951,376.30692
2017,KR,854.91685,275.001248,1129.9181
2018,KR,550.5513331915259,202.828331480196,753.3797
2019,KR,1447.179359006193,157.3065587455017,1604.4858
2020,KR,1123.6364434364,179.9596441470201,1303.5962
2013,KW,,.0934741235031578,.093474127
2015,KW,,.006195,.0061949999
2017,KW,,.31068275411,.31068274
2018,KW,,.18,.18000001
2019,KW,,.005,.0049999999
2020,KW,,.02262314842,.022623148
2016,KZ,,.0065,.0065000001
2017,KZ,27.565828,.084105,27.649933
2018,KZ,86.83580341725001,.136926585912,86.972725
2019,KZ,260.4085368288713,.000662,260.40921
2020,KZ,172.7331203400911,.01147076,172.7446
2017,LA,.294125,.001405,.29552999
2018,LA,.052525,,.052524999
2019,LA,,.02438766291,.024387661
2020,LA,,.00282641040061,.0028264103
2013,LB,1.663275,.260104,1.9233789
2014,LB,1.850775,.453461,2.3042359
2015,LB,3.155775,.975575844674399,4.1313505
2016,LB,3.704925,.7764785040890162,4.4814034
2017,LB,5.284925,.612696,5.8976212
2018,LB,6.064325,.170075457144,6.2344003
2019,LB,232.5077190952668,.05412928115126,232.56184
2020,LB,103.0367940055525,.67409459488745,103.71089
2017,LC,,.04004,.040040001
2018,LC,,.00003291,.00003291
2020,LC,,.00966261,.0096626105
2017,LI,,.0898247329025832,.089824736
2019,LI,,.04268171322999,.042681716
2015,LK,,.04225717,.042257171
2016,LK,,.00086448021,.00086448021
2017,LK,,.038926,.038926002
2018,LK,,.09886592275,.098865919
2019,LK,,.07911443764161,.079114437
2020,LK,,.17205686735835,.17205687
2013,LR,.83905,.011902,.85095203
2014,LR,.54835,.1168983427562843,.66524833
2015,LR,.015875,.043581,.059455998
2016,LR,.129375,.0670652397256495,.19644023
2017,LR,.79515,.126108,.92125797
2018,LR,.734725,.11445605865,.84918106
2019,LR,1.108,.03169374705378,1.1396937
2020,LR,.985075,.06462367,1.0496986
2014,LS,,.001825,.001825
2015,LS,.0234,.1095846847510349,.13298468
2016,LS,.196475,.0238523947533918,.22032739
2017,LS,.295925,.048038987008,.34396401
2018,LS,.075575,.007754636481,.083329633
2019,LS,.2469,.0238915345566,.27079153
2020,LS,.151175,.01687080746736,.16804582
2015,LT,3.19603212815,.038521336822,3.2345536
2016,LT,29.02310803302229,.2422604519266874,29.265368
2017,LT,68.07877482015759,1.190936466831566,69.269714
2018,LT,122.821553280019,3.075477396888,125.89703
2019,LT,179.664334182487,1.76307072045407,181.42741
2020,LT,189.4924770724996,6.178964209302309,195.67143
2016,LU,,.169057882836,.16905789
2017,LU,,.2202252215595,.22022521
2018,LU,4.0412220445,.2592914243,4.3005133
2019,LU,3.35876409,11.44295770399126,14.801722
2020,LU,5.711014959650001,10.50740545525528,16.21842
2015,LV,16.67783952955499,.1832311089039989,16.861073
2016,LV,29.98728858101614,.071284030225395,30.058573
2017,LV,104.0384744693181,4.198194605783258,108.23666
2018,LV,254.4952209195,.0405889994,254.53581
2019,LV,356.5767599722861,3.29022067162734,359.86697
2020,LV,75.8108800630242,10.50278620306645,86.313667
2013,MA,,.1631728400174687,.16317284
2014,MA,,.4133433327773188,.41334334
2015,MA,,.1310084173190431,.13100842
2016,MA,,.7244107469331894,.72441077
2017,MA,,.0616837,.061683699
2018,MA,,.09964333,.099643327
2019,MA,.0002079962,.2276682045,.2278762
2020,MA,.00063188478,.02541829395855,.02605018
2015,MC,,.431813729,.43181372
2016,MC,,2.135567824836,2.1355677
2017,MC,,.0097748558460038,.0097748553
2018,MC,.0354345,1.535495,1.5709295
2019,MC,,11.03658867,11.036589
2015,MD,,.0233035105729999,.023303511
2016,MD,,.0411034020274926,.041103404
2017,MD,.332459710168662,.0764912801901085,.40895101
2018,MD,59.04259761804999,.02484238,59.06744
2019,MD,179.1307827895536,.01235913226317,179.14314
2020,MD,93.81839052893405,.0342286998706,93.852623
2015,ME,,.010621063648,.010621063
2016,ME,,.0187337374648239,.018733738
2018,ME,,.0014,.0014
2013,MG,,.0315243158295858,.031524315
2014,MG,,.3311702965746717,.33117029
2015,MG,.3138,.6849725326700961,.99877256
2016,MG,.60875,.0765384876031901,.68528849
2017,MG,.6142,.071967,.686167
2018,MG,.8319,.03008053,.8619805
2019,MG,.92355,.0416633215037,.9652133
2020,MG,1.124375,.02260271843943,1.1469778
2015,MK,,.010084904185,.010084905
2016,MK,,.1386557936773011,.1386558
2017,MK,,.0566902332950905,.056690235
2018,MK,3.24043423555,.792624546706,4.0330586
2019,MK,33.41270427701938,.9486593387744701,34.361362
2020,MK,20.14148318394325,.2919069955182501,20.43339
2013,ML,1.7769,.4541891229685079,2.2310891
2014,ML,3.096295,.0355259598504028,3.1318209
2015,ML,1.7477,.5433144446353545,2.2910144
2016,ML,1.8377,.3397874365124386,2.1774876
2017,ML,1.802775,.053169,1.855944
2018,ML,1.263741,.004344544013,1.2680855
2019,ML,.7467321434470001,.00010466384136,.74683684
2020,ML,1.12541553856,.13693489378214,1.2623503
2017,MM,1.610425,.008081,1.618506
2018,MM,1.227675,.01852579,1.2462008
2019,MM,1.475186139,.002954,1.4781401
2020,MM,1.273667799152772,.16350774403037,1.4371755
2013,MN,1.657075,.004346,1.6614209
2014,MN,1.782624,.007861,1.790485
2015,MN,.374725,.02342533,.39815035
2016,MN,.25,.00738642475,.25738642
2017,MN,,.019015,.019014999
2018,MN,37.69006779999999,.06454798755,37.754616
2019,MN,.062896351372284,.130385,.19328134
2020,MN,.42881625,.116733,.54554927
2018,MO,,.00571745,.0057174503
2020,MO,,.0127684099,.01276841
2015,MT,,.0162357521859999,.016235752
2016,MT,,.2289123136658051,.22891231
2017,MT,,.411204957018226,.41120496
2018,MT,,.4118360237729999,.41183603
2019,MT,.1231546833,.72830181445527,.85145652
2020,MT,,.3452941842066201,.34529418
2013,MU,,.00438943804487,.0043894378
2014,MU,,.001051743451283,.0010517434
2015,MU,,.146426435789553,.14642644
2016,MU,,.0234153573269425,.023415357
2017,MU,,.00996868187,.0099686813
2018,MU,1.26280968,.015212545974,1.2780222
2019,MU,.511105670625,.02886385815669,.5399695
2020,MU,1.274471,.00896161204769,1.2834326
2013,MW,.049975,.0540311442431919,.10400614
2014,MW,.11775,.1226509245100827,.24040093
2015,MW,.541075,.0409821240521033,.58205712
2016,MW,1.051178,.1441250857825378,1.1953031
2017,MW,1.717439,.16884646414,1.8862855
2018,MW,2.246985,.032648874343,2.2796338
2019,MW,2.096653606,.03743331092435,2.1340871
2020,MW,1.14326812294658,.03991795157695,1.1831862
2013,MX,.7825,.592417,1.374917
2014,MX,2.796625,1.721565,4.5181899
2015,MX,9.214625,3.968426,13.183051
2016,MX,105.934173,8.252157867467719,114.18633
2017,MX,112.43860940767,41.31780774695,153.75641
2018,MX,185.248840013038,26.98624329454379,213.7968
2019,MX,524.9146313905023,24.02316739468313,548.93781
2020,MX,516.2195587074924,20.61514808467979,536.83472
2013,MY,,.667009,.667009
2014,MY,,1.032912,1.032912
2015,MY,,3.36207438,3.3620746
2016,MY,1,7.28588717592047,8.2858868
2017,MY,4.679602,10.497001,15.176603
2018,MY,55.2115222514,6.431782438532999,61.643307
2019,MY,131.7443947087163,8.373125280023469,140.11752
2020,MY,110.0772050836,24.65880791962791,134.73602
2013,MZ,.30285,.2744268711168181,.57727689
2014,MZ,.375075,.0493141990433301,.42438918
2015,MZ,.59255,.0440302350653691,.63658023
2016,MZ,.539225,.0677565514750851,.60698158
2017,MZ,.533725,.00805808101,.54178303
2018,MZ,.55325,.013352193604,.56660217
2019,MZ,.6521,.0027587159695,.65485871
2020,MZ,.514225,.00580165982031,.52002668
2013,NA,.00715,.007277156157575,.014427156
2014,NA,,.012990944623046,.012990944
2015,NA,.0108,.344279922036818,.35507995
2016,NA,.017425,.1447485890317021,.1621736
2017,NA,,.049827,.049826998
2018,NA,.06,.022408744312,.082408741
2019,NA,2.41479941549747,.01541348017231,2.430213
2020,NA,8.3506409316205,.03374912302518,8.3843899
2013,NE,,.003275,.003275
2015,NE,,.00034,.00034
2016,NE,,.012372873820397,.012372874
2017,NE,,.006006,.0060060001
2018,NE,,.00576122,.0057612201
2020,NE,,.00219264,.00219264
2013,NG,3.305325,.00365,3.308975
2014,NG,6.909475,.961776274364006,7.8712516
2015,NG,5.35325,2.593414214401266,7.9466639
2016,NG,10.600775,25.21848724198121,35.819263
2017,NG,1.888895935,.91991453486,2.8088105
2018,NG,9.936788770750001,4.4931747721637,14.429964
2019,NG,14.2428388840415,.10618373387937,14.349023
2020,NG,5.267823755227998,.37790893024811,5.6457329
2013,NI,,.028433,.028433001
2014,NI,,.018488,.018487999
2015,NI,,.047289,.047288999
2016,NI,2.0208,.0922011941666787,2.1130013
2017,NI,2.7239,.143860489665,2.8677604
2018,NI,16.2880178,.0457549275,16.333773
2019,NI,2.0455418807486,.00234302499057,2.0478849
2020,NI,4.1199650667,.05724638,4.1772113
2013,NL,46.72350786,11.278139717901,59.911751
2014,NL,71.474914,21.595122297,98.134315
2015,NL,91.30963052088785,31.41681210461897,122.72645
2016,NL,168.05739738678,46.84404958181688,214.90144
2017,NL,259.58306296221,43.14586893713246,316.28763
2018,NL,1767.881556196013,38.417005038392,1806.2986
2019,NL,2849.351490049385,26.50163887346451,2875.853
2020,NL,535.667260293596,22.96993881222377,558.63721
2013,NO,,.07827980538,.078279808
2014,NO,,.1317901759999997,.13179018
2015,NO,,1.487946855558999,1.4879469
2016,NO,,5.410717270982357,5.4107175
2017,NO,3.26937739104,10.0489598759897,13.318337
2018,NO,14.99593358,17.518323371914,32.514259
2019,NO,33.56570081108464,20.2998465942209,53.865547
2020,NO,58.20744692688356,64.9604261531471,123.16787
2013,NP,,.011981,.011981
2014,NP,,.00398,.00398
2015,NP,,.039657,.039657
2016,NP,,.2101726561593722,.21017265
2017,NP,.1114,.90345,1.01485
2018,NP,.11335,.266078383555,.37942839
2019,NP,.104975,.07657063185576,.18154563
2020,NP,.055675,.35239692443027,.40807194
2013,NZ,.424699,2.579790725,3.0044897
2014,NZ,13.556729,8.451257969999999,22.007986
2015,NZ,244.972,22.79823243999998,267.77023
2016,NZ,190.307552,32.94114560357427,223.2487
2017,NZ,243.323212,18.298721,261.62195
2018,NZ,247.651659028456,28.55357334848,276.20526
2019,NZ,283.615742833995,16.18115387528132,299.79691
2020,NZ,190.7023733588052,32.1792020513285,222.88156
2015,PA,,.009573,.0095729996
2016,PA,.8,.11990901,.919909
2017,PA,4.83,.047418,4.877418
2018,PA,3.0594,.36116428,3.4205642
2019,PA,.1442,.003623,.14782301
2020,PA,.1819,.04587019085,.22777019
2013,PE,,.00956,.0095600002
2014,PE,,.068987,.068986997
2015,PE,.075,.200941,.27594101
2016,PE,9.759938999999999,.0926718981031167,9.8526106
2017,PE,28.181812383,1.0869988969,29.26881
2018,PE,157.8796032096,.581839716184,158.46144
2019,PE,90.21684657092104,.7552540078232901,90.972107
2020,PE,83.30996390999083,.2852438683643,83.5952
2018,PG,.022825,.00381926,.02664426
2019,PG,.1148,,.1148
2020,PG,.10715,.0000202561501825,.10717026
2013,PH,,.1405565,.1405565
2014,PH,,.16790463,.16790463
2015,PH,,.191032019999999,.19103202
2016,PH,,.1297861201667126,.12978612
2017,PH,18.391014,.89679,19.287804
2018,PH,115.281067526374,1.263052818136,116.54412
2019,PH,270.0391148303005,.22500809158928,270.26413
2020,PH,64.2852726189241,.83836769658309,65.123642
2013,PK,.004,.02924087,.03324087
2014,PK,.02,.0360721,.056072101
2015,PK,.076,.03713462,.11313462
2016,PK,,.0895785412821895,.089578539
2017,PK,7.781649,.790113,8.5717621
2018,PK,4.848795,.640111397123,5.4889064
2019,PK,4.527406,.90982906067,5.4372349
2020,PK,1.172947,16.5358591550375,17.708805
2013,PL,2.113923964566,.657422865,2.7713468
2014,PL,2.18480611237,1.792851235,4.1769366
2015,PL,6.607083071999989,4.770602593843986,11.377686
2016,PL,35.94778143731758,6.258517129285363,42.206295
2017,PL,149.495550942679,11.47193775527366,160.96748
2018,PL,310.2549893006945,23.038193422814,333.29318
2019,PL,477.3749263743428,46.47619708219041,523.85107
2020,PL,304.7941218135985,85.15489192412335,389.94901
2013,PT,,.257219684217,.2572197
2014,PT,,.5978385000000001,.59783852
2015,PT,.884718617,.9073516507289989,1.7920703
2016,PT,3.650825154,1.242037820473558,4.8928628
2017,PT,8.691113880000001,1.16840274209541,9.8595171
2018,PT,15.2972768078,1.225414949355,16.522692
2019,PT,27.98186363379,1.56050158959062,29.542366
2020,PT,17.43200310110999,2.094797326472114,19.526802
2014,PY,.016196,,.016195999
2015,PY,.085036,,.085036002
2016,PY,9.463050000000001,.010588,9.4736376
2017,PY,10.560973,.01624,10.577213
2018,PY,21.913836130528,.01018614,21.924023
2019,PY,9.354049168467689,,9.3540487
2020,PY,8.279724999999999,.00601189,8.285737
2013,QA,,1,1
2014,QA,,2.5,2.5
2015,QA,,5,5
2018,QA,,.002722,.002722
2020,QA,,.02078542925875,.02078543
2013,RO,,.00139453335,.0013945333
2014,RO,,.00534733325,.0053473329
2015,RO,,.7459665423049975,.74596655
2016,RO,,1.296947072803124,1.2969471
2017,RO,5.264441620312034,6.403734298364058,11.668176
2018,RO,18.9269743808,1.721155600519,20.64813
2019,RO,26.83211491003346,3.01883334508424,29.850948
2020,RO,30.26153177350307,5.18780937286859,35.449341
2015,RS,,.147261802321,.1472618
2016,RS,,.1364270348839062,.13642703
2017,RS,,.4044588289636308,.40445885
2018,RS,,.162248627,.16224863
2019,RS,,.06889847097112,.068898469
2020,RS,,.18050332600816,.18050332
2015,RU,6.660366,.8982003078449988,7.5585666
2016,RU,.85961494665,4.415298413194011,5.2749133
2017,RU,30.16508909332,1.967803466090151,32.132893
2018,RU,116.3571747732,1.901764155908,118.25894
2019,RU,309.1386209515373,4.14256995633878,313.28119
2020,RU,233.2239263212464,6.0404099848939,239.26434
2013,RW,1.80545,.2035292290386279,2.0089793
2014,RW,2.3511,.1629303581713404,2.5140302
2015,RW,4.1664,.0772148235212779,4.2436152
2016,RW,5.116472,.2106683268126323,5.3271403
2017,RW,6.346875,.14054319291,6.4874182
2018,RW,11.124368,.272781360784,11.397149
2019,RW,6.719959,.01272869385703,6.7326875
2020,RW,9.196377007800001,.17808193213146,9.3744593
2016,SA,,.03,.029999999
2017,SA,.1865311,,.1865311
2018,SA,,.015311,.015311
2019,SA,,5.847891900470001,5.8478918
2020,SA,2.71091506,3.75215816552327,6.4630728
2014,SC,,.0087677526476328,.0087677529
2015,SC,,.00108,.00108
2016,SC,,.0016619733118492,.0016619733
2017,SC,,.000529,.00052900001
2020,SC,,.000300441606169,.00030044161
2014,SD,,.0749684002884873,.074968398
2017,SD,,.10688,.10688
2013,SE,92.96889,3.5859429,96.674362
2014,SE,132.853,4.782708,137.79514
2015,SE,2.514732189399999,12.30962738784499,14.82436
2016,SE,6.934236089478001,88.77074470846478,95.704987
2017,SE,122.3612760938732,99.52891419570993,221.8902
2018,SE,176.58216687878,90.94453080329201,267.5267
2019,SE,284.9115648990247,8.96253671715907,293.87408
2020,SE,354.3830089632928,80.67867280819878,435.06171
2013,SG,,8.191342329999999,8.1913424
2014,SG,5.37,16.95792865,22.327929
2015,SG,21.33,18.43125366,39.761253
2016,SG,100.919654,62.82894300501409,163.7486
2017,SG,137.907868,52.913846,190.82172
2018,SG,333.8749612204389,115.778272484345,499.65326
2019,SG,386.5611903136951,115.7772905730514,502.33847
2020,SG,678.1799351492529,290.3827309664707,968.56262
2015,SI,.01110061,1.816399474665989,1.8275001
2016,SI,3.319938,1.925256123155785,5.245194
2017,SI,15.366504,1.146787869471731,16.513292
2018,SI,36.00973068035,.67008126485,36.679813
2019,SI,97.01006362344,.29599433054316,97.306053
2020,SI,101.098086998,.42244814149059,101.52054
2013,SK,1.328127,,1.328127
2014,SK,1.32853,,1.32853
2015,SK,1.864991284879989,.412131237409,2.2771225
2016,SK,2.71651713558,.9781658409744911,3.6946831
2017,SK,11.39758911216,.0902099921376607,11.487799
2018,SK,22.583588,.1027863849,22.686375
2019,SK,5.814692392608,1.04979097550851,6.8644834
2020,SK,5.28882204555,.8804047543546,6.1692271
2013,SL,1.8061,.031846,1.8379461
2015,SL,.560025,.0452566910064179,.60528171
2016,SL,1.12175,.1076797966182166,1.2294297
2017,SL,1.237125,.32242626783,1.5595512
2018,SL,1.2928,.053558385664,1.3463584
2019,SL,.5583,.01589028612055,.57419032
2020,SL,.570225,.0442355962867975,.61446065
2013,SN,2.037725,.0604214244783367,2.0981464
2014,SN,2.1491,.301673480475373,2.4507735
2015,SN,1.978675,.1274502646533357,2.1061254
2016,SN,1.43185,.8865618899691131,2.3184121
2017,SN,2.7367,.86087602,3.5975759
2018,SN,3.5767031218,.0700242476,3.6467273
2019,SN,3.783007143447,.44793821409876,4.2309456
2020,SN,4.47533153856,.28488564250527,4.7602172
2015,SR,,.006387,.006387
2017,SR,,.031027,.031027
2018,SR,,.01921481,.019214811
2019,SR,,.01840714680123,.018407147
2020,SR,,.01720584,.01720584
2016,SV,4.848275,,4.8482752
2017,SV,5.708525,.020211,5.7287359
2018,SV,4.66085,.0086546,4.6695046
2019,SV,5.181125,.005031,5.1861558
2020,SV,3.370675,.00004206,3.370717
2013,SY,,.0829574389478512,.082957439
2015,SY,,.0018812223258089,.0018812222
2017,SY,,.495824,.49582401
2020,SY,,.00532509685925,.0053250967
2013,SZ,,.008306,.0083060004
2014,SZ,,.012555215158935,.012555215
2015,SZ,,.146040004403125,.14603999
2016,SZ,,.0073560460750368,.0073560458
2017,SZ,,.042465452841,.042465452
2018,SZ,,.04680074,.04680074
2020,SZ,,.04413146,.044131462
2013,TG,.562075,.016609,.57868397
2014,TG,.420925,.0083355517048438,.42926055
2015,TG,.386825,.001538,.388363
2016,TG,.428825,.0023667731052075,.43119177
2017,TG,.718475,.017889,.73636401
2018,TG,.851375,.00708,.858455
2019,TG,1.318269015,.00576979555325,1.3240387
2020,TG,1.334760307366452,.0011269355833066,1.3358871
2013,TH,,.1180735,.1180735
2014,TH,,.23884314,.23884314
2015,TH,,.8796371799999999,.87963718
2016,TH,,3.723952721801954,3.7239528
2017,TH,.822065,2.516303,3.3383679
2018,TH,2.958627434,28.032116321493,30.990744
2019,TH,.50445052180295,6.084119990043311,6.5885706
2020,TH,4.11876612308448,8.125204774125921,12.243971
2017,TJ,4.584475,,4.584475
2018,TJ,4.717375,.0090729,4.7264481
2019,TJ,4.0189019603951,,4.0189018
2020,TJ,5.11906999686,.00869573,5.1277657
2013,TN,,.336403081818267,.3364031
2014,TN,,.020474,.020474
2015,TN,,.038459,.038458999
2016,TN,,.5630172520786414,.56301725
2017,TN,,.0433497129,.043349713
2018,TN,,.00137603975,.0013760398
2019,TN,,.00406074578481,.0040607457
2020,TN,,.1369274316,.13692744
2014,TR,,,.1062824
2015,TR,,.5752025284919989,.57520252
2016,TR,.29201621325,.7012216836755433,.99323785
2017,TR,4.76851657067022,1.368513573606403,6.1370301
2018,TR,.172425,1.788895455338,1.9613205
2019,TR,1.275970521378644,1.55734493230933,2.8333156
2020,TR,29.53675908660495,1.23680739676,30.773567
2017,TT,,.09370733,.093707331
2018,TT,,.02715661,.02715661
2019,TT,,.00320742456688,.0032074247
2020,TT,,.00523728781148,.0052372874
2013,TW,,2.19698473,2.1969848
2014,TW,,4.730056980000001,4.7300568
2015,TW,,13.60602672,13.606027
2016,TW,6.098583,1.437550655863513,7.5361333
2017,TW,73.72971699999999,3.698408,103.50224
2018,TW,16.498456046352,1.479032776794,17.977488
2019,TW,198.516587123614,2.73570940609853,201.2523
2020,TW,42.468384649869,4.394081828317771,46.862465
2013,TZ,1.989575,.1901442097143068,2.1797192
2014,TZ,2.473,1.376661767648203,3.8496618
2015,TZ,1.536225,.424120939572631,1.960346
2016,TZ,2.126975,.1921246735655434,2.3190997
2017,TZ,1.678790985,.385257020464,2.0640481
2018,TZ,4.343673,1.235503239332,5.5791759
2019,TZ,83.04732602249999,.06173651135222,83.109062
2020,TZ,102.9730029610497,.25612616945439,103.22913
2015,UA,,.744977477954,.74497747
2016,UA,,.5097027607227106,.50970274
2017,UA,.254867410778688,1.734556685060858,1.9894241
2018,UA,25.86448253495,1.029291976032,26.893774
2019,UA,538.9654715193775,3.61495638500172,542.58044
2020,UA,396.52925946,4.264162101883771,400.7934
2013,UG,3.024075,.3647175980263559,3.3887925
2014,UG,4.709525,.6207591987963669,5.3302841
2015,UG,3.936175,1.089360341540934,5.0255356
2016,UG,2.9508,.6766993277010819,3.6274993
2017,UG,4.797959,1.124259687935,5.9222183
2018,UG,15.974281,.795185207594,16.769466
2019,UG,60.34489646215632,.06655212426458,60.411449
2020,UG,115.2540557115329,1.06773819238391,116.32179
2013,US,3752.305532999998,646.779255,4399.0845
2014,US,10545.346864,1019.625364,11564.972
2015,US,34408.229929,1797.47326,36205.703
2016,US,32393.957273,2150.638603374149,34544.594
2017,US,40036.48130412,2666.69289838,42773.176
2018,US,57668.2278754,3212.851668836745,61106.082
2019,US,50009.623257,2535.461238930237,52545.086
2020,US,72785.22850319864,2859.004075264541,75644.242
2014,UY,,.005895,.005895
2015,UY,,.191318,.19131801
2016,UY,.7,.28467552216434,.98467553
2017,UY,2.89742,.0083980745,2.905818
2018,UY,5.5,.1643325809,5.6643324
2019,UY,2.53111187321734,,2.5311117
2020,UY,43.30439095000001,.15013048,43.454525
2015,VE,,.018,.017999999
2016,VE,,.0038,.0038000001
2017,VE,,.18791674423,.18791676
2018,VE,,.3476745159,.34767452
2019,VE,.00186544540889,.0174896603193,.019355105
2020,VE,.00416908747206,.49148831424485,.49565741
2013,VN,,.0046565,.0046565002
2014,VN,,.012378,.012378
2015,VN,,.03218117,.03218117
2016,VN,,.0926481762097344,.092648178
2017,VN,5.00028,.24527,5.2455502
2018,VN,16.31228944,1.151170318808,17.463461
2019,VN,44.03087002461734,2.127567998110151,46.15844
2020,VN,121.6557943119283,1.847692496547811,123.50349
2015,VU,,.005535,.005535
2016,VU,,.0085176132232273,.0085176136
2017,VU,,.015134,.015134
2018,VU,,.00609957,.0060995696
2019,VU,,.00182077525174,.0018207752
2020,VU,.0547,.00124102,.055941019
2013,YE,.810875,,.810875
2014,YE,1.174875,,1.174875
2015,YE,.360875,,.36087501
2016,YE,.0831,,.083099999
2017,YE,.140425,.008263,.148688
2018,YE,.019825,.0239857402,.04381074
2019,YE,,.4030208132,.4030208
2020,YE,,1.053613715,1.0536138
2013,ZA,.1562,2.325810643628877,2.4820108
2014,ZA,.13875,1.518736393517722,1.6574863
2015,ZA,10.28935,4.771447428946779,15.060797
2016,ZA,12.175525,21.32310076377166,33.498627
2017,ZA,9.460625,5.99166844749048,15.452293
2018,ZA,17.44880312665,10.03224281951655,27.481047
2019,ZA,4.841391331226161,19.13200025998147,23.973392
2020,ZA,4.02350151895276,20.81205377781065,24.835556
2013,ZM,1.271485,.0975353070257518,1.3690202
2014,ZM,1.488669,.00892345,1.4975924
2015,ZM,1.786385,.01664,1.803025
2016,ZM,.812506,.0385259161758991,.85103196
2017,ZM,1.66681273,.17314679923,1.8399595
2018,ZM,40.70496701705,.059351989351,40.76432
2019,ZM,172.3743673519277,.00899849202254,172.38336
2020,ZM,297.6310003530899,.06136478378562,297.69238
2013,ZW,.663075,.054201,.71727598
2014,ZW,1.290275,.041261,1.3315361
2015,ZW,.7223000000000001,.065553,.787853
2016,ZW,1.133647,.1053608250814392,1.2390078
2017,ZW,1.6246,.19122338268,1.8158233
2018,ZW,2.653505,3.618205301954,6.2717104
2019,ZW,1.59256,.00771778798329,1.6002778
2020,ZW,.001,.25993101252431,.26093102
